# iHydroCal SWAT+ parameter database
# Edit flag=1 to activate a parameter. chg_type can be blank; iHydroCal will use pctchg by default.
"# obj_ids blank means all objects. Use comma-separated IDs like ""1,2,3"" for selected objects."
# Generated from:,"cal_parms.cal:,written,by,SWAT+,editor,v3.0.8,on,11/10/2025,14:48,for,SWAT+,rev.61.0.1"
223,,,,,,,,,,,,,,,,,,,,,,,,
flag,name,chg_type,val,obj_typ,obj_ids,conds,lyr1,lyr2,year1,year2,day1,day2,obj_tot,abs_min,abs_max,parlbnd,parubnd,partrans,pargp,scale,offset,dercom,units,description
0,cbn_init,,1.0e-7,aqu,,0,0,0,0,0,0,0,0,0,20,-50,50,none,cbn_init,1.0,0.0,1,%,
0,dep_bot,,1.0e-7,aqu,,0,0,0,0,0,0,0,0,1,50,-50,50,none,dep_bot,1.0,0.0,1,m,
0,dep_wt_init,,1.0e-7,aqu,,0,0,0,0,0,0,0,0,0,50,-50,50,none,dep_wt_init,1.0,0.0,1,m,
0,flo_dist,,1.0e-7,aqu,,0,0,0,0,0,0,0,0,0,300,-50,50,none,flo_dist,1.0,0.0,1,m,
0,flo_init_mm,,1.0e-7,aqu,,0,0,0,0,0,0,0,0,0,5,-50,50,none,flo_init_mm,1.0,0.0,1,mm,
0,hlife_n,,1.0e-7,aqu,,0,0,0,0,0,0,0,0,0,365,-50,50,none,hlife_n,1.0,0.0,1,days,
0,minp_init,,1.0e-7,aqu,,0,0,0,0,0,0,0,0,0,10,-50,50,none,minp_init,1.0,0.0,1,kg,
0,no3_init,,1.0e-7,aqu,,0,0,0,0,0,0,0,0,0,30,-50,50,none,no3_init,1.0,0.0,1,ppm,
0,phu_mat,,1.0e-7,plt,,0,0,0,0,0,0,0,0,50,6000,-50,50,none,phu_mat,1.0,0.0,1,deg_C,
0,lai_pot,,1.0e-7,plt,,0,0,0,0,0,0,0,0,0.01,12,-50,50,none,lai_pot,1.0,0.0,1,m/m,
0,harv_idx,,1.0e-7,plt,,0,0,0,0,0,0,0,0,0.01,0.95,-50,50,none,harv_idx,1.0,0.0,1,null,
0,drawdown_days,,1.0e-7,rdt,,0,0,0,0,0,0,0,0,0.05,5000,-50,50,none,drawdown_days,1.0,0.0,1,days,
0,withdraw_rate,,1.0e-7,rdt,,0,0,0,0,0,0,0,0,0,100000,-50,50,none,withdraw_rate,1.0,0.0,1,m3/s,
0,nperco_lchtile,,1.0e-7,bsn,,0,0,0,0,0,0,0,0,0,1,-50,50,none,nperco_lchtile,1.0,0.0,1,null,
0,arc_len_fr,,1.0e-7,rte,,0,0,0,0,0,0,0,0,0.5,2,-50,50,none,arc_len_fr,1.0,0.0,1,frac,
0,ch_n_conc,,1.0e-7,rte,,0,0,0,0,0,0,0,0,0,500,-50,50,none,ch_n_conc,1.0,0.0,1,mg/kg,
0,ch_p_bio,,1.0e-7,rte,,0,0,0,0,0,0,0,0,0,1,-50,50,none,ch_p_bio,1.0,0.0,1,frac,
0,ch_p_conc,,1.0e-7,rte,,0,0,0,0,0,0,0,0,0,50.9,-50,50,none,ch_p_conc,1.0,0.0,1,mg/kg,
0,fp_inun_days,,1.0e-7,rte,,0,0,0,0,0,0,0,0,0.05,30,-50,50,none,fp_inun_days,1.0,0.0,1,days,
0,hum_c_n,,1.0e-7,sol,,0,0,0,0,0,0,0,0,0,20,-50,50,none,hum_c_n,1.0,0.0,1,mg/kg,
0,hum_c_p,,1.0e-7,sol,,0,0,0,0,0,0,0,0,0,160,-50,50,none,hum_c_p,1.0,0.0,1,mg/kg,
0,lab_p,,1.0e-7,sol,,0,0,0,0,0,0,0,0,0,30,-50,50,none,lab_p,1.0,0.0,1,mg/kg,
0,n_dep_enr,,1.0e-7,rte,,0,0,0,0,0,0,0,0,0.2,1,-50,50,none,n_dep_enr,1.0,0.0,1,frac,
0,n_setl,,1.0e-7,rte,,0,0,0,0,0,0,0,0,0.05,0.9,-50,50,none,n_setl,1.0,0.0,1,frac,
0,n_sol_part,,1.0e-7,rte,,0,0,0,0,0,0,0,0,0.001,0.1,-50,50,none,n_sol_part,1.0,0.0,1,null,
0,p_dep_enr,,1.0e-7,rte,,0,0,0,0,0,0,0,0,0.2,1,-50,50,none,p_dep_enr,1.0,0.0,1,frac,
0,p_setl,,1.0e-7,rte,,0,0,0,0,0,0,0,0,0.05,0.9,-50,50,none,p_setl,1.0,0.0,1,frac,
0,p_sol_part,,1.0e-7,rte,,0,0,0,0,0,0,0,0,0.001,0.1,-50,50,none,p_sol_part,1.0,0.0,1,null,
0,part_size,,1.0e-7,rte,,0,0,0,0,0,0,0,0,0.001,0.01,-50,50,none,part_size,1.0,0.0,1,mm,
0,pk_rto,,1.0e-7,rte,,0,0,0,0,0,0,0,0,1,3,-50,50,none,pk_rto,1.0,0.0,1,null,
0,sed_stlr,,1.0e-7,res,,0,0,0,0,0,0,0,0,0.1,2,-50,50,none,sed_stlr,1.0,0.0,1,null,
0,velsetlr,,1.0e-7,res,,0,0,0,0,0,0,0,0,0.1,15,-50,50,none,velsetlr,1.0,0.0,1,m/day,
0,wash_bed_fr,,1.0e-7,rte,,0,0,0,0,0,0,0,0,0,0.8,-50,50,none,wash_bed_fr,1.0,0.0,1,frac,
0,aquifer_K,,1.0e-7,gwf,,0,0,0,0,0,0,0,0,0.0001,40,-50,50,none,aquifer_K,1.0,0.0,1,m/day,
0,aquifer_Sy,,1.0e-7,gwf,,0,0,0,0,0,0,0,0,0.001,0.6,-50,50,none,aquifer_Sy,1.0,0.0,1,m3/m3,
0,aquifer_delay,,1.0e-7,hru,,0,0,0,0,0,0,0,0,0,1000,-50,50,none,aquifer_delay,1.0,0.0,1,days,
0,aquifer_exdp,,1.0e-7,gwf,,0,0,0,0,0,0,0,0,0,4,-50,50,none,aquifer_exdp,1.0,0.0,1,m,
0,stream_K,,1.0e-7,gwf_riv,,0,0,0,0,0,0,0,0,0,0.01,-50,50,none,stream_K,1.0,0.0,1,m/day,
0,stream_thk,,1.0e-7,gwf_riv,,0,0,0,0,0,0,0,0,0.01,2,-50,50,none,stream_thk,1.0,0.0,1,m,
0,stream_bed,,1.0e-7,gwf_sgl,,0,0,0,0,0,0,0,0,0,20,-50,50,none,stream_bed,1.0,0.0,1,m,
